-75,9.3912,1
-60,13.452,1
-45,-13.849,1
-60,-15.472,1
-75,-2.378,1
-75,4.5757,1
-60,14.606,1
-45,-35.554,1
-60,-0.36116,1
-75,6.2691,1
-75,3.0896,1
-60,-15.359,1
-45,-35.888,1
-60,-32.045,1
-75,1.1975,1
-60,4.7554,1
-45,-46.705,1
-30,-16.139,1
-45,8.791,1
-60,-10.763,1
-60,3.6285,1
-45,3.2782,1
-30,-25.43,1
-45,-7.677,1
-60,-6.9179,1
-60,11.023,1
-45,-5.3177,1
-30,-21.333,1
-45,-41.306,1
-60,2.7241,1
-45,-1.9612,1
-30,-6.5324,1
-27,-33.535,1
-30,-24.438,1
-45,-1.752,1
-45,2.4048,1
-30,7.3639,1
-27,-22.497,1
-30,8.9687,1
-45,-8.8034,1
-45,9.4998,1
-30,9.3301,1
-27,-7.9177,1
-30,-14.576,1
-45,-8.3188,1
-30,-18.7,1
-27,-3.6316,1
-24,-15.767,1
-27,-24.389,1
-30,-10.613,1
-30,6.3815,1
-27,6.604,1
-24,-13.839,1
-27,5.9563,1
-30,-11.401,1
-30,11.169,1
-27,7.6078,1
-24,-21.722,1
-27,-15.984,1
-30,-12.612,1
-27,8.4373,1
-24,19.209,1
-21,-18.542,1
-24,-28.627,1
-27,-8.7656,1
-27,-1.1781,1
-24,22.84,1
-21,-8.6554,1
-24,-17.415,1
-27,-23.708,1
-27,-15.691,1
-24,4.9339,1
-21,-14.484,1
-24,-0.34539,1
-27,-4.1013,1
-24,6.1506,1
-21,2.0167,1
-18,18.649,1
-21,8.1591,1
-24,-2.1598,1
-24,8.4734,1
-21,3.3207,1
-18,-10.968,1
-21,-15.111,1
-24,-9.5606,1
-24,5.4796,1
-21,-19.717,1
-18,-0.51818,1
-21,4.1415,1
-24,-25.329,1
-21,-2.6903,1
-18,-3.6342,1
-15,-12.046,1
-18,-15.137,1
-21,-5.8352,1
-21,-5.2326,1
-18,-22.357,1
-15,-13.277,1
-18,1.9145,1
-21,-0.59862,1
-21,8.9172,1
-18,-18.45,1
-15,-0.402,1
-18,-15.057,1
-21,-11.099,1
-18,-1.4031,1
-15,23.025,1
-12,0.88756,1
-15,-15.238,1
-18,-8.3853,1
-18,6.302,1
-15,-14.831,1
-12,-11.982,1
-15,-14.889,1
-18,-18.944,1
-18,-8.1516,1
-15,-13.231,1
-12,-6.796,1
-15,-14.63,1
-18,-15.576,1
-15,2.0221,1
-12,-10.21,1
-9,-6.3509,1
-12,-7.3566,1
-15,-3.9449,1
-15,2.5039,1
-12,-10.307,1
-9,-5.2802,1
-12,-7.5213,1
-15,-14.166,1
-15,12.452,1
-12,-12.322,1
-9,-8.2239,1
-12,-11.206,1
-15,-17.296,1
-12,12.084,1
-9,-9.5804,1
-6,-8.2439,1
-9,-8.6297,1
-12,-9.5678,1
-12,-8.6781,1
-9,-8.0392,1
-6,-3.0518,1
-9,-8.5007,1
-12,0.9073,1
-12,6.6949,1
-9,-6.3422,1
-6,-4.0754,1
-9,-6.1168,1
-12,-11.969,1
-9,2.9434,1
-6,-5.2215,1
-3,-2.326,1
-6,-6.2038,1
-9,5.7531,1
-9,-4.9109,1
-6,-2.1773,1
-3,-3.5961,1
-6,-8.4142,1
-9,-11.946,1
-9,5.3299,1
-6,2.5759,1
-3,-0.023026,1
-6,-7.6898,1
-9,-8.4517,1
-6,0.23563,1
-3,-1.9905,1
0,0.017594,1
-3,-3.5213,1
-6,-6.4692,1
-6,-1.6949,1
-3,-4.7998,1
0,0.28474,1
-3,-5.4108,1
-6,-6.8783,1
-6,-2.0048,1
-3,-2.0333,1
0,-0.52287,1
-3,-2.3173,1
-6,-7.926,1
-3,-4.534,1
-0,-2.6265,1
0,0.44839,1
0,-0.73831,1
-3,4.1673,1
-3,5.2623,1
-0,-4.5214,1
3,0.75403,1
0,-3.8981,1
-3,-4.0344,1
-3,-5.5418,1
-0,3.9232,1
3,1.9099,1
0,-2.2611,1
-3,-0.48855,1
-0,14.405,1
3,8.4439,1
3,3.349,1
3,7.2633,1
0,-6.2307,1
-0,2.0472,1
3,0.41094,1
6,6.9154,1
3,3.853,1
0,-3.3085,1
-0,-0.58011,1
3,-0.24329,1
6,7.4504,1
3,4.3903,1
0,-2.9861,1
3,5.9096,1
6,3.2412,1
6,-9.0367,1
6,3.0452,1
3,-0.40293,1
