-1.200000000000000000e+01,1.051562500000000000e+01
0.000000000000000000e+00,8.759765625000000000e-01
3.000000000000000000e+00,-3.992187500000000000e+00
3.000000000000000000e+01,-3.098437500000000000e+01
0.000000000000000000e+00,-3.353515625000000000e+00
1.500000000000000000e+01,-1.248437500000000000e+01
1.500000000000000000e+01,-1.173437500000000000e+01
1.200000000000000000e+01,-1.231250000000000000e+01
1.200000000000000000e+01,-1.096875000000000000e+01
2.400000000000000000e+01,-2.392187500000000000e+01
6.000000000000000000e+00,-7.250000000000000000e+00
6.000000000000000000e+00,-7.683593750000000000e+00
-9.000000000000000000e+00,1.019531250000000000e+01
-2.100000000000000000e+01,2.146875000000000000e+01
1.800000000000000000e+01,-1.832812500000000000e+01
-9.000000000000000000e+00,8.960937500000000000e+00
6.000000000000000000e+00,-5.894531250000000000e+00
2.700000000000000000e+01,-2.784375000000000000e+01
-2.400000000000000000e+01,2.210937500000000000e+01
-1.200000000000000000e+01,1.171875000000000000e+01
-9.000000000000000000e+00,9.320312500000000000e+00
-1.800000000000000000e+01,1.904687500000000000e+01
-1.200000000000000000e+01,1.480468750000000000e+01
-3.000000000000000000e+01,3.071875000000000000e+01
0.000000000000000000e+00,-1.503906250000000000e+00
6.000000000000000000e+00,-4.312500000000000000e+00
-2.400000000000000000e+01,2.542187500000000000e+01
1.800000000000000000e+01,-1.809375000000000000e+01
2.400000000000000000e+01,-2.304687500000000000e+01
-3.000000000000000000e+01,3.440625000000000000e+01
-3.000000000000000000e+00,2.912109375000000000e+00
-1.500000000000000000e+01,1.803125000000000000e+01
-4.500000000000000000e+01,4.556250000000000000e+01
3.000000000000000000e+01,-2.878125000000000000e+01
-9.000000000000000000e+00,6.027343750000000000e+00
6.000000000000000000e+00,-4.773437500000000000e+00
-6.000000000000000000e+00,4.007812500000000000e+00
3.000000000000000000e+01,-2.979687500000000000e+01
-9.000000000000000000e+00,1.296093750000000000e+01
-2.100000000000000000e+01,2.206250000000000000e+01
-9.000000000000000000e+00,9.210937500000000000e+00
2.700000000000000000e+01,-2.078125000000000000e+01
6.000000000000000000e+01,-5.737500000000000000e+01
-2.400000000000000000e+01,2.696875000000000000e+01
-3.000000000000000000e+01,2.946875000000000000e+01
2.400000000000000000e+01,-2.267187500000000000e+01
-2.100000000000000000e+01,2.117187500000000000e+01
3.000000000000000000e+01,-3.142187500000000000e+01
-2.100000000000000000e+01,2.200000000000000000e+01
0.000000000000000000e+00,1.580810546875000000e-02
6.000000000000000000e+00,-6.117187500000000000e+00
3.000000000000000000e+00,-4.066406250000000000e+00
1.800000000000000000e+01,-1.835937500000000000e+01
6.000000000000000000e+01,-5.178125000000000000e+01
3.000000000000000000e+00,-1.722656250000000000e+00
9.000000000000000000e+00,-7.968750000000000000e+00
-6.000000000000000000e+00,3.771484375000000000e+00
-2.700000000000000000e+01,2.445312500000000000e+01
-6.000000000000000000e+00,7.953125000000000000e+00
4.500000000000000000e+01,-4.300000000000000000e+01
1.800000000000000000e+01,-1.675000000000000000e+01
-1.200000000000000000e+01,1.571093750000000000e+01
-3.000000000000000000e+01,3.162500000000000000e+01
-3.000000000000000000e+00,3.843750000000000000e+00
1.200000000000000000e+01,-1.498437500000000000e+01
-6.000000000000000000e+01,6.325000000000000000e+01
-1.200000000000000000e+01,1.157812500000000000e+01
1.200000000000000000e+01,-1.281250000000000000e+01
-1.200000000000000000e+01,1.011718750000000000e+01
3.000000000000000000e+00,-3.365234375000000000e+00
1.200000000000000000e+01,-9.250000000000000000e+00
6.000000000000000000e+01,-5.743750000000000000e+01
-2.700000000000000000e+01,2.728125000000000000e+01
-1.200000000000000000e+01,1.132812500000000000e+01
2.100000000000000000e+01,-2.037500000000000000e+01
-9.000000000000000000e+00,9.187500000000000000e+00
-3.000000000000000000e+00,3.904296875000000000e+00
-2.700000000000000000e+01,2.784375000000000000e+01
-1.800000000000000000e+01,1.842187500000000000e+01
-9.000000000000000000e+00,6.421875000000000000e+00
-6.000000000000000000e+00,6.394531250000000000e+00
4.500000000000000000e+01,-4.500000000000000000e+01
-9.000000000000000000e+00,8.703125000000000000e+00
-9.000000000000000000e+00,8.359375000000000000e+00
0.000000000000000000e+00,3.845214843750000000e-01
-3.000000000000000000e+01,3.054687500000000000e+01
-6.000000000000000000e+00,5.484375000000000000e+00
6.000000000000000000e+00,-5.292968750000000000e+00
-1.200000000000000000e+01,1.249218750000000000e+01
2.700000000000000000e+01,-2.735937500000000000e+01
-1.800000000000000000e+01,1.795312500000000000e+01
-3.000000000000000000e+01,3.020312500000000000e+01
6.000000000000000000e+00,-6.710937500000000000e+00
2.700000000000000000e+01,-2.618750000000000000e+01
-2.100000000000000000e+01,2.068750000000000000e+01
9.000000000000000000e+00,-8.093750000000000000e+00
2.400000000000000000e+01,-2.250000000000000000e+01
2.100000000000000000e+01,-2.059375000000000000e+01
-3.000000000000000000e+00,3.593750000000000000e+00
3.000000000000000000e+01,-2.876562500000000000e+01
2.400000000000000000e+01,-2.548437500000000000e+01
2.700000000000000000e+01,-2.490625000000000000e+01
-6.000000000000000000e+00,2.386718750000000000e+00
-2.400000000000000000e+01,2.329687500000000000e+01
1.500000000000000000e+01,-1.476562500000000000e+01
-1.500000000000000000e+01,1.552343750000000000e+01
3.000000000000000000e+00,-3.867187500000000000e+00
1.200000000000000000e+01,-1.101562500000000000e+01
-3.000000000000000000e+00,-1.499023437500000000e+00
6.000000000000000000e+00,-7.027343750000000000e+00
3.000000000000000000e+01,-2.993750000000000000e+01
3.000000000000000000e+00,-3.902343750000000000e+00
2.100000000000000000e+01,-2.171875000000000000e+01
-2.400000000000000000e+01,2.315625000000000000e+01
1.500000000000000000e+01,-1.507812500000000000e+01
0.000000000000000000e+00,9.686279296875000000e-02
1.200000000000000000e+01,-1.335156250000000000e+01
-2.100000000000000000e+01,2.100000000000000000e+01
1.500000000000000000e+01,-1.575781250000000000e+01
-3.000000000000000000e+00,1.319335937500000000e+00
6.000000000000000000e+00,-5.191406250000000000e+00
-2.700000000000000000e+01,2.603125000000000000e+01
-9.000000000000000000e+00,1.039843750000000000e+01
2.700000000000000000e+01,-2.556250000000000000e+01
-2.700000000000000000e+01,2.800000000000000000e+01
9.000000000000000000e+00,-9.273437500000000000e+00
3.000000000000000000e+00,-3.781250000000000000e+00
-3.000000000000000000e+01,2.982812500000000000e+01
-4.500000000000000000e+01,4.171875000000000000e+01
-3.000000000000000000e+00,1.736328125000000000e+00
3.000000000000000000e+00,-5.660156250000000000e+00
9.000000000000000000e+00,-9.835937500000000000e+00
3.000000000000000000e+00,-2.240234375000000000e+00
-1.500000000000000000e+01,1.445312500000000000e+01
-2.700000000000000000e+01,2.676562500000000000e+01
-2.700000000000000000e+01,2.645312500000000000e+01
1.500000000000000000e+01,-1.490625000000000000e+01
3.000000000000000000e+00,-2.992187500000000000e+00
9.000000000000000000e+00,-9.007812500000000000e+00
0.000000000000000000e+00,1.791015625000000000e+00
-3.000000000000000000e+00,3.341796875000000000e+00
9.000000000000000000e+00,-7.941406250000000000e+00
1.200000000000000000e+01,-1.210937500000000000e+01
2.700000000000000000e+01,-2.712500000000000000e+01
-1.800000000000000000e+01,1.477343750000000000e+01
0.000000000000000000e+00,-1.445312500000000000e+00
-2.100000000000000000e+01,2.187500000000000000e+01
-6.000000000000000000e+01,6.334375000000000000e+01
-6.000000000000000000e+00,5.941406250000000000e+00
-1.800000000000000000e+01,1.793750000000000000e+01
-4.500000000000000000e+01,4.650000000000000000e+01
2.100000000000000000e+01,-2.064062500000000000e+01
-2.100000000000000000e+01,2.081250000000000000e+01
6.000000000000000000e+01,-5.975000000000000000e+01
