-75,-10.117,1
-75,-7.9933,1
-75,0.77105,1
-75,-6.1833,1
-60,-10.354,1
-60,-9.3148,1
-60,-8.8959,1
-60,-11.392,1
-45,0.46402,1
-45,3.223,1
-45,1.0172,1
-45,-0.54772,1
-60,9.3345,1
-60,-3.6555,1
-60,2.1751,1
-60,-6.0132,1
-75,8.6184,1
-75,15.824,1
-75,-0.97225,1
-75,-7.0777,1
-75,-16.13,1
-75,-11.008,1
-75,-13.12,1
-75,-16.208,1
-60,-8.7457,1
-60,-3.3487,1
-60,-7.6903,1
-60,-9.9577,1
-45,8.9374,1
-45,0.65837,1
-45,1.3324,1
-45,-0.027544,1
-60,-1.6391,1
-60,8.3189,1
-60,-6.0509,1
-60,-7.5521,1
-75,6.2051,1
-75,3.5764,1
-75,4.3688,1
-75,2.9278,1
-75,-8.0782,1
-75,-6.7453,1
-75,-15.468,1
-75,-16.182,1
-60,-6.4615,1
-60,-4.9465,1
-60,-12.09,1
-60,-13.199,1
-45,1.1832,1
-45,6.1075,1
-45,1.7818,1
-45,8.2306,1
-60,-9.1137,1
-60,-0.29591,1
-60,-7.757,1
-60,-2.3904,1
-75,-1.0629,1
-75,15.021,1
-75,1.6441,1
-75,-4.209,1
-60,-4.7658,1
-60,-1.1953,1
-60,-13.592,1
-60,-9.0645,1
-45,-11.815,1
-45,0.15713,1
-45,-7.5185,1
-45,-15.176,1
-30,1.7727,1
-30,1.7398,1
-30,3.2516,1
-30,-0.075591,1
-45,-1.9698,1
-45,-0.87712,1
-45,-5.6895,1
-45,-2.834,1
-60,5.2539,1
-60,-6.4503,1
-60,-4.0771,1
-60,-8.0474,1
-60,4.9926,1
-60,-11.814,1
-60,-15.737,1
-60,-17.642,1
-45,-3.187,1
-45,-0.92392,1
-45,-7.4476,1
-45,-10.741,1
-30,1.5224,1
-30,-4.3946,1
-30,4.2162,1
-30,-0.71002,1
-45,0.31214,1
-45,-3.2927,1
-45,-3.6578,1
-45,-5.6343,1
-60,1.2281,1
-60,-5.3509,1
-60,-4.211,1
-60,-10.821,1
-60,-12.787,1
-60,-9.5745,1
-60,-12.539,1
-60,-13.123,1
-45,-9.4213,1
-45,-5.1643,1
-45,-23.28,1
-45,-14.906,1
-30,5.6539,1
-30,1.4864,1
-30,-0.64194,1
-30,-3.2495,1
-45,-4.8855,1
-45,2.4443,1
-45,-3.8305,1
-45,-9.8673,1
-60,3.4926,1
-60,-1.4058,1
-60,-8.1836,1
-60,-16.065,1
-45,-6.3581,1
-45,-9.2473,1
-45,-18.865,1
-45,-14.803,1
-30,-8.0838,1
-30,-4.721,1
-30,-14.216,1
-30,-8.0314,1
-27,3.2296,1
-27,-12.88,1
-27,-3.9986,1
-27,0.6276,1
-30,2.9881,1
-30,0.51154,1
-30,0.68156,1
-30,-3.9066,1
-45,0.090504,1
-45,3.351,1
-45,-2.6857,1
-45,-3.8734,1
-45,-11.96,1
-45,-9.1085,1
-45,-15.217,1
-45,-13.359,1
-30,-27.808,1
-30,-14.845,1
-30,-10.332,1
-30,-14.553,1
-27,4.0382,1
-27,-15.592,1
-27,1.3191,1
-27,-0.53914,1
-30,1.8083,1
-30,-2.1954,1
-30,-6.9206,1
-30,-6.6787,1
-45,-1.6068,1
-45,-5.4932,1
-45,-5.74,1
